--- START DATA ---
CYCLE_ID:1
128,-88,69
165,-85,103
84,-92,112
131,-76,98
160,-72,108
160,-100,82
185,-85,116
156,-97,80
155,-82,86
179,-47,66
144,-77,88
95,-104,89
73,-108,87
100,-96,121
79,-98,111
179,-79,97
184,-85,33
150,-81,46
119,-124,96
124,-63,120
134,-51,109
172,-61,112
174,-54,94
120,-82,144
131,-75,167
204,-53,120
166,-66,104
171,-84,119
128,-125,136
119,-109,99
155,-132,87
151,-102,52
146,-64,103
85,-93,131
104,-76,64
100,-58,76
114,-98,119
117,-61,131
77,-109,101
147,-99,76
140,-45,99
125,-59,139
112,-121,50
117,-74,95
127,-90,122
126,-85,133
77,-88,69
111,-115,42
156,-159,80
107,-102,72
120,-100,78
142,-88,72
149,-76,92
107,-108,67
83,-114,35
143,-117,67
134,-118,105
156,-110,87
114,-132,122
140,-66,117
140,-91,49
121,-101,56
123,-74,49
126,-42,65
169,-56,127
121,-66,129
56,-109,95
81,-109,83
65,-95,64
98,-98,80
103,-101,102
220,-94,66
146,-95,88
94,-85,128
171,-77,116
109,-85,103
91,-126,127
98,-142,139
113,-86,162
126,-49,135
165,-59,98
145,-111,46
83,-106,94
128,-90,123
63,-127,115
87,-66,123
119,-97,82
133,-119,49
100,-114,38
124,-86,59
139,-81,49
163,-61,88
128,-72,94
120,-94,86
69,-89,121
97,-52,130
142,-56,80
155,-88,95
240,-56,102
105,-86,93
88,-78,123
138,-89,81
121,-78,90
115,-19,79
133,-62,77
116,-76,109
128,-97,83
87,-125,84
149,-97,100
124,-84,106
128,-83,97
112,-92,56
179,-107,126
153,-105,62
126,-74,103
188,-88,93
110,-67,108
94,-75,116
118,-74,126
163,-73,94
108,-100,74
65,-76,102
151,-76,121
140,-127,70
71,-133,47
90,-118,71
94,-104,99
94,-115,119
55,-128,70
106,-86,134
89,-64,122
148,-78,85
125,-66,129
112,-74,99
115,-95,53
151,-71,59
161,-92,55
106,-128,54
81,-118,100
143,-67,78
76,-91,90
124,-90,101
173,-107,76
155,-127,85
131,-85,86
130,-51,86
159,-62,101
175,-88,94
160,-62,69
137,-60,97
77,-67,80
140,-105,83
126,-108,55
157,-121,65
172,-61,157
96,-109,131
78,-150,172
149,-165,62
149,-118,51
141,-66,90
173,-58,75
185,-84,49
142,-96,56
165,-97,55
144,-96,58
150,-118,62
156,-82,77
122,-82,120
83,-111,95
109,-116,127
127,-124,133
180,-111,93
203,-131,18
211,-130,23
105,-81,81
110,-57,89
179,-101,133
89,-102,137
126,-102,127
145,-80,122
138,-107,31
104,-74,99
126,-56,119
156,-54,98
116,-76,155
147,-68,101
161,-43,128
149,-26,85
100,-50,102
99,-50,143
73,-117,127
104,-110,116
108,-130,81
111,-133,52
167,-130,47
118,-164,43
86,-100,161
155,-84,97
160,-82,60
90,-82,113
93,-81,79
144,-103,45
129,-75,102
88,-58,187
90,-104,105
99,-70,77
114,-17,86
109,-77,72
163,-67,90
112,-100,93
155,-132,97
115,-132,93
161,-75,90
165,-86,104
140,-145,71
136,-94,52
107,-72,103
136,-96,65
156,-95,46
132,-70,67
150,-80,113
134,-99,112
122,-25,88
150,-22,131
184,-63,113
119,-84,62
111,-75,83
82,-80,139
110,-61,170
100,-67,141
91,-55,109
134,-49,146
115,-74,132
135,-86,66
135,-69,25
125,-82,63
179,-95,67
146,-97,45
104,-72,116
128,-88,74
171,-77,117
172,-75,103
88,-86,138
155,-54,141
151,-60,88
162,-77,73
120,-89,71
64,-99,70
87,-97,151
158,-78,141
142,-87,97
147,-65,123
83,-118,116
89,-95,118
168,-98,136
114,-80,108
78,-75,100
134,-67,119
124,-68,89
123,-65,77
125,-128,54
113,-114,78
121,-79,92
138,-63,151
140,-68,64
92,-123,44
91,-111,88
77,-78,88
129,-103,96
121,-81,104
109,-63,97
105,-85,65
119,-90,72
120,-62,91
141,-72,38
134,-84,97
106,-55,137
140,-57,83
144,-61,130
107,-60,138
163,-56,82
148,-68,121
133,-64,124
130,-82,57
134,-82,81
125,-92,105
107,-106,87
125,-99,83
128,-69,81
121,-98,47
191,-57,45
184,-67,89
130,-103,96
118,-68,100
90,-70,96
89,-93,169
196,-90,99
134,-73,124
161,-40,78
167,-93,105
98,-107,83
116,-96,48
132,-125,64
149,-102,68
116,-98,68
159,-45,81
133,-102,90
185,-45,102
126,-85,76
126,-79,65
140,-97,85
173,-90,54
171,-65,87
171,-74,77
131,-80,69
122,-85,81
149,-103,88
105,-82,131
127,-56,126
103,-77,141
128,-73,132
182,-103,100
131,-43,131
123,-50,118
106,-60,113
107,-59,103
126,-92,126
119,-120,100
107,-110,56
135,-73,103
143,-87,71
140,-110,60
174,-69,64
187,-93,58
149,-74,146
97,-89,97
71,-99,88
74,-62,131
118,-67,104
123,-78,63
148,-134,54
139,-111,59
114,-94,60
85,-82,61
99,-85,79
101,-81,100
109,-85,104
115,-116,97
57,-119,70
132,-88,114
124,-65,48
66,-84,88
157,-70,100
119,-129,78
120,-99,49
145,-99,63
151,-97,76
95,-106,106
143,-53,92
189,-39,63
160,-77,62
87,-78,111
155,-48,94
169,-41,76
181,-86,103
36,-140,89
57,-87,107
95,-98,93
109,-99,71
157,-71,90
146,-68,127
96,-82,120
139,-104,51
182,-57,44
154,-78,74
153,-86,77
96,-110,121
125,-68,125
175,-87,57
133,-105,65
134,-84,31
91,-112,87
133,-74,84
168,-90,140
123,-112,146
142,-88,93
103,-104,70
92,-55,88
104,-80,121
124,-89,142
77,-136,109
138,-110,70
102,-110,96
115,-100,109
121,-63,103
123,-93,117
136,-63,101
142,-64,115
70,-73,70
93,-73,85
139,-88,137
156,-109,79
127,-74,120
97,-95,94
141,-56,80
70,-68,135
142,-102,75
145,-50,74
110,-64,90
149,-68,77
79,-72,69
48,-103,92
98,-116,107
123,-82,101
138,-107,131
112,-96,106
131,-66,108
139,-84,109
146,-46,106
97,-78,118
87,-86,84
105,-47,104
106,-102,93
78,-121,157
42,-96,102
87,-100,66
151,-116,64
163,-55,134
105,-87,98
124,-99,111
106,-64,129
75,-138,68
120,-98,40
127,-91,64
142,-43,80
115,-49,119
122,-91,65
163,-53,94
148,-68,117
116,-92,142
84,-121,104
133,-114,78
137,-106,64
120,-97,98
120,-62,108
173,-47,62
138,-61,117
84,-83,141
111,-43,77
104,-84,122
186,-70,101
158,-84,142
180,-90,140
160,-67,113
91,-108,77
115,-107,99
108,-100,171
80,-91,134
124,-68,106
