--- START DATA ---
CYCLE_ID:1
149,-687,136
135,-890,0
132,-886,136
20,-1007,88
112,-880,108
16,-740,96
33,-767,0
12,-639,133
2,-438,36
152,-734,35
36,-912,84
8,-989,13
17,-1008,8
192,-990,130
144,-1011,36
16,-1280,128
2,-1279,99
136,-1216,112
13,-1135,68
138,-953,64
6,-1024,98
18,-887,0
128,-623,107
16,-736,0
18,-855,121
137,-895,0
129,-996,101
8,-1024,2
8,-911,18
164,-848,60
70,-768,24
145,-667,9
129,-761,101
9,-869,80
0,-866,0
152,-630,141
153,-511,128
128,-126,80
97,-160,1
162,-210,80
132,-468,9
0,-473,105
104,-438,26
2,-120,8
136,136,74
161,128,106
193,258,24
32,144,68
177,134,4
128,0,35
164,-128,3
138,-496,16
130,-984,2
48,-1536,120
32,-1784,119
38,-2047,17
66,-2407,0
32,-2442,32
24,-1916,48
1,-1375,80
131,-992,76
129,-884,0
40,-624,64
16,-623,116
3,-488,11
161,-256,79
129,424,8
108,304,128
8,131,136
0,-95,129
96,-373,128
130,-472,110
128,-512,20
17,-382,0
2,-702,4
114,-1263,68
36,-2047,13
128,-1772,131
71,-979,24
10,-376,81
3,-510,0
130,-751,68
0,-892,66
99,-1024,0
128,-1407,0
138,-1918,4
136,-1360,130
170,-591,76
16,160,64
8,512,90
184,528,12
17,384,32
128,-228,4
8,-1375,68
20,-3307,0
0,-3184,40
10,-2428,105
20,-1760,8
84,-1171,144
160,-752,96
1,-766,1
144,-1116,68
144,-1640,96
128,-2559,16
16,-3166,0
36,-2304,102
36,-1915,1
40,-2424,2
2,-2686,136
33,-2672,72
128,-2280,36
10,-2176,122
17,-2176,83
133,-2138,82
72,-2282,12
33,-2680,149
9,-3803,46
165,-4588,144
8,-2419,68
48,-250,81
44,-362,0
140,-1022,104
9,-1278,64
0,-1788,6
136,-2527,8
0,-2556,64
34,-2398,48
10,-1750,0
77,-1024,4
137,-890,82
136,-763,72
0,-219,132
80,26,120
51,274,132
32,606,128
8,768,139
201,644,64
5,531,1
109,385,64
10,522,1
130,416,16
176,512,10
12,800,66
16,773,64
21,384,1
0,104,36
12,129,52
128,304,132
5,441,67
50,384,3
146,264,8
148,-232,112
108,-512,48
97,-752,4
40,-884,84
148,-1403,4
34,-1716,102
70,-1468,55
153,-1278,76
130,-1152,46
77,-1358,0
132,-1406,2
76,-1536,66
1,-1914,40
0,-1904,72
7,-1271,129
64,-1245,39
86,-1400,134
104,-1662,98
9,-2268,10
8,-2686,8
138,-2304,104
5,-1784,108
148,-1120,128
73,-374,17
112,0,50
10,514,20
12,673,0
18,-80,108
162,-876,36
4,-635,28
98,-591,67
121,-488,104
38,-372,22
117,1194,112
36,2306,8
10,2353,80
8,1576,64
128,390,83
50,-766,128
128,-1499,96
132,-2160,64
9,-2680,80
136,-3068,40
4,-3051,8
32,-2805,68
129,-2300,22
10,-1768,64
16,-1230,88
4,-763,44
2,-128,81
7,289,97
192,769,16
168,1538,34
162,2088,2
0,2448,22
132,2692,0
0,2816,160
1,2148,129
0,1540,11
1,1024,2
0,781,23
142,1411,2
13,901,2
98,646,120
80,646,136
1,772,2
172,1154,21
0,1664,93
113,1920,129
37,2310,0
128,2448,34
0,1699,80
130,1025,0
4,668,130
121,513,0
112,168,97
64,-251,90
16,-634,2
96,-910,64
99,-1259,96
160,-1532,68
7,-1111,4
50,-735,81
160,-1024,48
39,-1780,80
2,-2814,1
13,-3448,128
2,-3575,79
8,-3448,64
8,-3328,73
40,-3831,64
132,-4220,25
106,-4224,64
8,-3684,129
6,-3064,2
19,-3197,12
196,-3414,94
82,-3328,128
0,-3037,0
104,-2926,10
129,-2944,98
